,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,48.599999997396125,49.199999996754045,19.582041922560425,0.5688693423818332,0.1164741992348684,-0.15555010249797585,0.6653089501657841,0.7994709497247822,0.7552779282573748,0.07722496444525313,1.7778248295852521
Basinhopping,48.582032198192316,49.210909603037216,18.129437286850585,0.6098807815607882,0.13410727242146142,-0.14309807484623643,0.053297989456531136,0.4,1.1137622430951817,0.02134429751327995,1.6929999445941686
