,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,78.1797296095829,78.72161192293638,23.095367370136135,0.5224183668401067,0.08178614736807398,-0.8391194047202596,1.0,0.5807814859360728,-0.7916119246505706,0.30216445972850237,1.0478858680893561
Basinhopping,78.17857297878157,78.72221408566948,23.097210675687474,0.5224017518040448,0.08177362040752653,-0.8389177311554017,1.0,0.5807722949702019,-0.7922644200984476,0.30220993388073014,1.0478856830688292
