,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,49.470522796811295,50.06119909408329,16.269872474423757,0.5396478313937353,0.13390156092285807,-1.1568297815876325,0.023799508158336,0.4,-0.3257777712628907,0.037115166070351716,1.9912847046602948
Basinhopping,49.47051962710545,50.06126518011465,16.27000197224282,0.5396457357969824,0.13390051492692978,-1.1568232613552059,0.023798182820403642,0.4,-0.3257363028385156,0.03711576089566182,1.9912847014548627
