,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,124.70790374100588,124.7252058531677,34.86612299200662,0.636813608171442,0.09406422473521557,0.11570983204651296,0.7063229223894718,0.42178356323358257,-0.1906388808806268,0.154448366391397,1.4541263694153481
Basinhopping,124.70790364377227,124.72520591070648,34.86612298420656,0.6368134566579676,0.09406347860080712,0.11570967844946124,0.7063229220154964,0.4217835834816809,-0.19063873332060702,0.15444825745769666,1.4541263692819606
