,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,97.48816791861555,96.86154366135868,26.130171200255276,1.0,0.02649442669623993,0.43516593131254905,1.0,0.5174948081077367,-0.809950496791179,0.588539951209498,1.1181316508899162
Basinhopping,97.48816791861555,96.86154366132847,26.130171200255276,1.0,0.026494430811379657,0.43516593131254905,1.0,0.5174948081647982,-0.8099504967576134,0.5885399516122849,1.1181316508897239
