,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,57.86561311512544,57.80956295472673,19.895925163496678,1.0,0.005108187055674544,-0.36973508779537617,0.8934259224417603,1.0,-0.02722808531059579,0.8709958242531697,2.523209653483125
Basinhopping,57.537562503580475,57.36769871687569,21.43793843977832,0.4677385322225068,0.029032428699963902,-0.9917290565819955,0.4902839165048012,0.8120253789232968,0.6643078835838668,0.38439493259916246,1.6063280928218018
