,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,88.55444561431415,88.52839013358202,27.05563963928454,0.6435952481170568,0.1345379773946648,0.04585664710489324,0.02943199729489302,0.9068511200846219,-0.004818982141400092,0.008053753272897446,1.406143773740347
Basinhopping,88.56481386350605,88.51870493553675,27.071631855945906,0.6430048838552491,0.1345050666557733,0.0470503951353404,0.03568840599586811,0.5806803112661224,2.2315779155052082,0.012615707538662571,1.4056091802308004
