,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,68.92792868403208,69.41451607675438,18.033292257788343,1.0,0.06420028654055719,0.00027226910658447763,0.022205871424853935,1.0,-0.0046481701452230975,0.047104967724055515,2.987814785173636
Basinhopping,68.92792868625398,69.41451606830978,18.033292256799307,1.0,0.06420050370303608,0.0002722691100186366,0.022205864875912713,1.0,-0.004648170152091416,0.04710500084651913,2.9878147848465537
