,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,37.07754972021768,36.87071322736051,11.378673941987724,0.5707201156610422,0.2580517846549026,-0.93642396018693,1.0,0.9848508275728258,-0.29958799299895966,0.0,4.582668780973844
Basinhopping,37.07756611033165,36.870721940377436,11.378655869696457,0.5707212346360456,0.25805222745928785,-0.9364294130612948,0.7270744827958322,0.4,-1.6846463834848548,0.0,4.5826687798507955
