,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,80.79999999508048,79.99999999632044,20.517892794008073,1.0,0.0293599549120609,-0.12262361328132076,1.0,1.0,-0.03798501635466475,0.467892077373024,2.087379424703666
Basinhopping,80.59999890389071,80.00000004516369,26.805600439252736,0.7236779226555502,0.026631294171100703,-0.9699915262355845,0.9147257802530674,0.5559391802314256,-1.5277433362396136,0.49713330248242354,1.5473291566647724
