,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,78.49090443460693,79.4421329420763,22.787137585746173,0.7810922293858595,0.14435365342877443,0.4100414316132416,0.0005726992192953991,0.9912257511313142,0.0007849972646589151,0.029281670801420204,1.5970192432021657
Basinhopping,78.52571470473056,79.35328569325355,22.787346225815167,0.7815722044619402,0.1442719298076394,0.4071085217177993,0.005095193489151405,0.4,-1.991829755518183,0.014666487936713369,1.5966741816869787
