,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
9,115.82364549755813,115.6765437941562,34.12556158088175,0.8461319944957573,0.07084029565060283,0.3095480253678636,0.28133105673295833,0.4,-0.8137776971559252,0.180371982307241,1.8779398253281994,True
6,115.8243382153453,115.67837441633465,34.11734969242107,0.8463864584529666,0.07085109308328821,0.30951290913847246,0.2813649393415126,0.4,-0.8133698109575308,0.18038052173833735,1.8779398388569248,True
0,115.82449957350738,115.67775592179888,34.115534457512524,0.846447119706739,0.07084298587042626,0.31019745074796573,0.2814159358230076,0.4,-0.8130657669362982,0.1804733567926162,1.8779399789987272,True
1,115.82290296972235,115.67731337953666,33.94661531675025,0.8492579373417862,0.07122369545991078,0.30872847376113954,0.2813956648607699,0.4,-0.8128728558883487,0.17979046266061102,1.8779590517228744,True
7,115.82282256025302,115.67724847139964,33.694289755271804,0.8536820843132192,0.07176082865911781,0.30772292782323013,0.28172813841367783,0.4,-0.8114380738080094,0.17909605217790078,1.8780592666894333,True
4,115.83642724590358,115.6982355510063,30.20449193203338,1.0,0.07551313176297347,1.5282116933064442,0.28937884306840733,0.4,-0.7646989014928638,0.185481171313064,1.9026285656211388,True
5,115.83581173075329,115.69823233725839,30.08874892423741,1.0,0.07594434484620888,1.4873096525390987,0.28930699540619753,0.4,-0.7650409233017869,0.18448736046803238,1.9026514775163166,True
2,116.01239483946908,115.58225758434624,24.129035790664812,0.9421216579857503,0.12102310903445135,-0.6373618993700776,0.0032255177986123466,0.40000206347022343,-1.0257251342098967,0.0027181884104226016,2.176787175183125,True
3,115.86789712371728,115.3859498914938,24.532903272990424,0.921075379148984,0.1192850644837316,-0.3091793477877854,0.0,0.47911882122871424,-1.5072231410538852,0.0,2.20793531673446,True
8,115.84812935078641,115.41391034452937,23.54192892598555,1.0,0.1190994860063878,0.8851225680238305,0.0,0.5067242161336037,-0.40907926201145184,0.0,2.217257024533006,False
