,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
1,91.53335863455914,91.49373746905805,29.10636344638758,0.6834323107519369,0.08444715488102844,1.7210859894235369,0.001156178402610446,0.5492943113754081,-0.08613059197954019,0.39932814073429873,1.1614453137632776,True
0,91.5727968986907,91.50536658332129,29.125060181289914,0.6837863366514678,0.08436181649521352,1.7196179526229918,0.001400126839728742,0.9601812544822348,-0.058492651811935976,0.026880952335535356,1.161679997405909,True
2,91.56898131803588,91.49843758503411,28.71078835728536,0.6909141431601743,0.08524645037753575,1.7242904462567965,0.001206394868163441,0.8258845983718377,-0.6026760420995328,0.06230977192809821,1.1619788488098555,True
9,91.30751356416276,91.61577807093457,28.134911129910595,0.2,0.014766031249761481,1.5469297167306781,1.0,0.7254643162671858,-1.3663572203340295,0.8462421064205194,1.2157808957854475,True
8,91.22183377102562,91.61682637549035,28.265982455660314,0.2,0.014681613835598765,1.5436145459892148,0.9965988944480607,0.7247586349579002,-1.3644429530776123,0.8459868632751335,1.2158273418589425,True
6,91.23441725720674,91.60485828479032,28.54392224657495,0.2,0.014440039122666304,1.546153599656256,0.9861444793236733,0.7249980581037712,-1.365285677079531,0.8455085227560268,1.2159209159223392,True
7,91.25149364013949,91.62244370119458,28.736205008564117,0.2,0.014304991963827835,1.5475846841675591,0.9787989165593328,0.7254381238869743,-1.3662070413332106,0.8448502126376658,1.2159850545676683,True
5,91.25392087914999,91.61014449181353,28.269606692453518,0.4944185490770503,0.03177293935032999,1.600222941613432,1.0,0.7623058016983256,-1.2877826054273618,0.652799048348145,1.2189805950137371,True
3,91.2539646768276,91.6100010255247,28.3781476678771,0.5945060427430918,0.06705921625150722,1.674393014040316,1.0,0.8747846201504316,-0.9173454097331799,0.2635613278496847,1.2189967933507082,True
4,91.24077660105206,91.60688092134815,28.66577834495032,0.5570864956402686,0.05164599476582084,1.6381968145835388,0.9842868632971497,0.811489625155625,-1.147319851755217,0.42441574220366096,1.2190538403653932,True
