,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
1,88.8433402790271,88.82391959827213,26.555566718843966,0.6590458052122382,0.07422936067606462,0.8030181810684238,0.11651789159223032,0.4,0.5176074169388774,0.0698939408517375,1.447075366846546,True
0,88.84339825032545,88.82379958616379,26.555416213842676,0.6590567183950617,0.07422829042788905,0.8030573785891381,0.11653627205764182,0.4,0.5175035837264601,0.06990115098525002,1.4470753779607037,True
5,88.84320667382839,88.82398338171014,26.556955101975344,0.6590198020990369,0.07422560290584786,0.8030078733917623,0.11654051568331937,0.4,0.5176106676060643,0.06989906131334948,1.4470753794081468,True
8,88.84364433645821,88.82361611724255,26.554683384872273,0.6590394689512923,0.07423460881194777,0.8030865002237001,0.11651004677066493,0.4,-8.906934000808558,0.06988307638281736,1.4470754255031173,True
7,89.39728348053855,88.69528097292526,23.79786288158038,0.2,0.04127227696724204,0.5671018783935846,1.0,0.7639821523148121,1.0078802337922017,0.626189384646572,1.732412888650718,True
6,89.39743364254956,88.69574278970418,23.80199168083774,0.2,0.04128498903689748,0.5671155105955135,1.0,0.7638787719290544,1.0084514199122228,0.6260607266459013,1.7324129885921786,True
3,89.5605225756695,88.81702891825138,23.8910586800941,0.6486831909226123,0.0918825339883656,0.785850834138881,0.0,0.5892148055600459,0.47963953425120187,0.3823480814861927,1.8409663616945326,True
2,89.56051529072322,88.81702904856117,23.89104882228105,0.6486833389886536,0.09188256840106974,0.785851570244543,0.0,0.4,0.14339786629581075,0.0,1.8409663616988767,True
9,89.56051901047215,88.81701646198144,23.891035881083113,0.6486837833369242,0.09188259368949372,0.7858519224830085,0.0,0.4,-9.029255155985295,0.0,1.840966361713216,False
4,89.56079483475712,88.81695432959752,23.89126376487364,0.6486726579725564,0.09188305817375032,0.7858705348921319,0.0,0.9083274306380225,0.9224831025383989,0.40275192857864905,1.8409663679203203,True
