,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
3,126.0373303995306,125.87483161922974,31.879208922605063,0.7228045931465517,0.08932349613740577,0.4408510187020085,0.6823221489808783,0.46657388708146497,-0.3302400430940758,0.39286925850101284,1.7819884105354207,True
7,126.0427452644093,125.88713666443334,31.883797643164474,0.7236450487400382,0.0891265594437076,0.44182446192910874,0.682434757973543,0.46678877917011535,-0.3286630878547632,0.3938545679747097,1.781990692874598,True
8,126.03023341711916,125.84649137549341,32.124270895621194,0.7206619698740655,0.08716187535316988,0.4542613033135201,0.6794324650789875,0.4707910666467927,-0.3261378208205481,0.40018837197616103,1.7819966495602035,True
4,126.03705533245956,125.86793508763365,31.528662586397765,0.7263585504627965,0.09223134912534513,0.42364537360623744,0.686753511123448,0.46097034269003717,-0.3337357635432417,0.3832199716411103,1.7819976527480195,True
9,126.03278834834221,125.87272227987452,32.2736283557177,0.7192508773670665,0.08596372910059358,0.46257917160641515,0.6779979494566057,0.4727405030396298,-0.32414742886092884,0.40466223742463714,1.7820010058540303,True
6,126.03926430318833,125.85922696436393,31.405433432299105,0.7282597748728051,0.09305941091713839,0.4196424856651247,0.6891126427688852,0.4591213351700425,-0.3334847733089661,0.38110988827228637,1.7820072033799534,True
5,126.03816690252273,125.86656816403186,31.31029081069551,0.7282867065131412,0.0941797639423249,0.4121534778042671,0.6894008954033748,0.4572184996029152,-0.33669256722978014,0.37667657632492935,1.7820150848352652,True
2,126.02360406369172,125.880224873114,26.659665621852643,0.35246034381179997,0.07924399001236238,-0.26042554823944836,1.0,0.8036035409383946,0.3381335513494887,0.6089772608812192,1.7901399549272352,True
1,125.93544935486307,125.83045455858446,25.704228920275952,0.6956323100379471,0.18992223727120286,-0.0507923180969538,1.0,0.620340165038542,0.3467269493438793,0.0,1.8026584696539147,True
0,125.93556409121331,125.8305874427134,25.704426505799216,0.6956282284674316,0.1899213678115737,-0.05076261631996509,0.8450280026751282,0.9092249156569463,0.33921388386490114,0.0,1.8026584705688915,True
