,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
7,63.48526226852928,62.79379688055158,18.46763276582571,0.8138298472905836,0.08089365265034236,-0.7826804394009953,0.03755483027245929,1.0,0.1309901570132861,0.03204222353127525,1.3110129399417894,True
3,63.484953287289606,62.794303431204504,18.469060410231638,0.8138509973178433,0.08088466410287462,-0.7827315966323253,0.037530972570940936,1.0,-0.3699365583939677,0.032042310629670626,1.311012949747416,True
1,63.45862480343054,62.68964072111568,16.718763342436983,0.8235935649356532,0.0963893200755433,-0.8004330739020045,0.0,1.0,0.28933499542203484,0.31143189647344954,1.6931769547693278,False
8,63.458598085259624,62.6896039295876,16.71875921210486,0.8235964680338268,0.09638921398053546,-0.8004345143236837,0.0,0.9827459637232178,0.46650424102418053,0.0,1.6931769549200812,False
6,63.45868576758182,62.68947884834459,16.718826169853518,0.8235911582605958,0.09638919623472919,-0.8004249609541909,0.0,0.8598766103481665,0.07644442351011288,0.0,1.6931769570869695,True
2,63.45858510534121,62.68955670229424,16.718659923343303,0.8236116235063821,0.09638878320545627,-0.8003977183734247,0.0,1.0,-0.2369299603582225,0.3503821030070174,1.6931769571816357,True
5,63.45852517508639,62.689576869303394,16.71859445777385,0.8236170960530376,0.09639012290276815,-0.8003827924579797,0.0,1.0,0.0019827784217962274,0.3057388942808816,1.693176960376581,True
9,63.45897025580417,62.68947059638215,16.71885232462672,0.8236278708474583,0.09638712526962301,-0.8004774923211895,0.0,0.578759752941893,-0.2675426647329817,0.18976947850339995,1.693176976205926,True
0,63.46244859532365,62.69148957223264,16.718757039872457,0.8235870998510374,0.09639002975513118,-0.8004969258857355,0.0,0.9949592933427236,0.08613533474910734,0.0,1.6931780903497011,False
4,63.466344898080244,62.69307433381219,16.719076653770095,0.823589424461304,0.09638691484796887,-0.8003895751411653,0.0,1.0,-0.10160374187942373,0.0362133046565148,1.693181430438867,False
