,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
0,88.3604073045872,88.16327355609702,24.29633524918131,0.7784930586956408,0.11631718085484292,0.00524868947492609,0.15747811472772813,0.7425026304749708,0.39053987849944793,0.04531872454068169,1.1783585471436437,True
1,88.36001464924281,88.16457090736826,24.294371537586226,0.7785554178848902,0.1163201986761023,0.005220729040569935,0.15742724199034258,0.7439895952742828,0.3925320250680431,0.04525539671124944,1.1783586709290559,True
9,88.35877144342918,88.1642156576294,24.29859203102199,0.778496800514951,0.1162932352150244,0.005332575378770496,0.1574821483084065,0.7437403463387686,0.3901802642535665,0.0452944932836278,1.1783586924271647,True
3,88.35840398109544,88.1676115622173,24.298519292120623,0.7784718380288416,0.11629728877240421,0.0055551869751078045,0.15739533568605701,0.7442223072181273,0.3914732529462151,0.04525507555734745,1.1783594149391043,True
2,88.36041943161632,88.16348843397617,24.244774250896334,0.7793898254149599,0.11661822922067183,0.005786360474238649,0.15698169874378406,0.7404111510055599,0.38291405093694025,0.04512060582754618,1.1783633059768033,True
5,88.36250400464526,88.16477062175267,24.40297210448291,0.7727141101122972,0.11609255303057514,0.017487398141367176,0.1389760999300476,1.0,1.2389458734881251,0.03427946192392351,1.1805853558408037,True
7,88.36261465454801,88.16375260953116,24.404667511510922,0.7727589879825987,0.11607237569800552,0.017129451651885234,0.1390457085860322,1.0,1.293558211589075,0.034301567506204625,1.1805854379026477,True
4,88.49502182833038,88.11670923353759,21.16258962892766,0.7909478551771212,0.14790288929270076,0.03818339317729662,0.0,0.8329816791562717,0.842877570507607,0.0,1.2927653577952745,True
8,88.49502084175337,88.11670184081396,21.162575127564253,0.7909478423542161,0.14790298864872123,0.038182187749634784,0.0,1.0,1.0420406413377328,0.0,1.2927653577989249,True
6,88.49502366358037,88.11671284108378,21.162613781468178,0.7909473224653086,0.1479027042605714,0.03818220869350928,0.0,1.0,1.5704785109582964,0.0,1.2927653578004787,True
