,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
1,96.52888416824258,96.25047822905009,33.63726601676108,0.38848277394450553,0.13196003515268462,-0.6236979993279957,0.21948319374855868,0.4,-0.6477657252073457,0.06098835517040483,1.1537256989930276,True
3,96.52894345769401,96.25050047921233,33.63811313556231,0.3884803207654529,0.1319530206131315,-0.6237319457784425,0.21951605337874025,0.4,-0.6477003285652871,0.06100270626257464,1.1537256990937894,True
5,96.52924274155257,96.25059893743078,33.63591804894909,0.38847553272741475,0.1319705279814528,-0.6237018049181848,0.21947970926385113,0.4,-0.6478209183603519,0.06097808538552288,1.1537257040715008,True
4,96.5288768951491,96.25023604546675,33.70398491336684,0.38838335043770034,0.1314716283521168,-0.6237564902763201,0.2206814950084093,0.4,-0.6471290636462925,0.06171495453547317,1.1537279712396753,True
0,96.52860395677173,96.24962940449369,33.90278793362005,0.38811729308989856,0.13000897160738442,-0.6238994508001795,0.22430434045081332,0.4,-0.6453475163484358,0.06394121710582726,1.153760694825912,True
9,96.3786209479701,96.04551946503531,29.113349560712013,0.2,0.11370499772029742,-0.543635359511093,1.0,0.5362280476666674,-0.7777754388792086,0.44240945911218027,1.1649841634720066,True
8,96.37927546534034,96.04612530516165,29.0826638061605,0.2,0.11376986224827455,-0.544020215735018,1.0,0.5368213944818236,-0.7768341371643254,0.4425397106622167,1.1649860449680736,True
6,96.36250321108511,96.03438935302238,28.799954671172586,0.3833059533394622,0.18092439514526978,-0.6215680491753817,0.0,0.717037244621815,-0.8945383082060243,0.5451976796002171,1.2197753941318767,True
7,96.36252451786886,96.03441933329881,28.799873517489193,0.3833064310399563,0.18092490816609735,-0.6215684096832061,0.0,0.6069876401687726,-0.7505644983727198,0.3191643152647946,1.2197753941588627,True
2,96.36249239651436,96.0344052002349,28.800041394417146,0.38330586815373935,0.18092314981486338,-0.6215665313135623,0.0,0.6729340683431733,-1.0047427388248922,0.12491495511267317,1.219775394177821,True
