,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
6,49.194949122854155,48.545183266976714,14.443642077587242,0.9278863097778843,0.1923709156734111,-0.8022306252409424,0.0,0.4,1.6006293107944296,0.09519981055809812,1.7455912793047559,True
8,49.1949671036379,48.54522233736565,14.443615696190522,0.9278865769060691,0.1923713724118835,-0.8022069860186163,0.023393153297844527,0.9525298248962385,2.480739338060848,0.0,1.745591279489411,True
9,49.194963780293264,48.54520763818595,14.443664694777626,0.927879111176143,0.1923719148996678,-0.8021868025215468,0.0,1.0,2.1073058032863816,0.0,1.7455912796686943,True
0,49.19505381840524,48.54525095970385,14.44366102744562,0.9278853296384988,0.1923708565593137,-0.8022107209713103,0.8536599349526582,0.4,0.4783403190158786,0.0,1.7455912805730849,True
3,49.1949128749703,48.54528380385582,14.443768304516059,0.9278758136082271,0.19237055540675027,-0.8022332213060899,0.11639064290597922,0.9994632112594333,1.5275791994386778,0.0,1.74559128097165,True
4,49.19484473749827,48.54514421492269,14.443594885014365,0.927893700268303,0.19237143039806787,-0.8022380070935117,0.48219643815789615,0.5578899928371508,1.1247676810827834,0.0,1.7455912810872922,True
7,49.19502036787265,48.54537258848605,14.443570475633269,0.9278846067677643,0.1923726044399417,-0.8023579917577937,0.4360955063405677,0.6665844411299794,2.042135750746938,0.0,1.7455912850056226,True
5,49.19558898863894,48.54543650766907,14.443798424156231,0.9278733107247195,0.19237016112138536,-0.8023808955288106,0.04594574474049104,0.5867297127407933,1.4822203904890392,0.0,1.7455913264735345,True
2,49.19552400287363,48.54561045386246,14.443102348629678,0.9279155559140547,0.19237255005218304,-0.8017616174147887,0.3023966974789403,0.8623823055351789,1.05509056937695,0.0,1.745591356644667,True
1,49.19578640981625,48.54624812919998,14.443392779937684,0.9278893279091226,0.19237441900314872,-0.8028256348851655,0.7800734047491518,0.7494945393138323,0.9593128248030915,0.0,1.7455914813712543,True
