,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
9,33.0413960259281,32.49580354496387,8.573656390203139,0.9636921110205042,0.08654020977053442,5.642793693842061,0.7031618819384637,0.4,0.9120541967666934,0.5046930056911625,3.4954508348743665,True
3,33.041428673778064,32.49580984469645,8.573687933229573,0.9637053928302999,0.08654018910879674,2.501294185324895,0.7031296684438332,0.4,0.9120555538253341,0.5046834609031471,3.4954508458835245,True
5,33.04141761615422,32.495768856388,8.573514307396712,0.9637031806511057,0.08654218076338345,5.642645420765234,0.7031392867203609,0.4,0.9120191411191638,0.504690426396908,3.495450848719275,True
4,33.041406714259615,32.49581300723109,8.574255283377292,0.963596102225821,0.08652861838874817,5.642235497417861,0.7034210488560857,0.4,0.912039062849587,0.504780989776411,3.4954509660708784,True
2,33.04130807768742,32.4958762849906,8.57378550506256,0.9636606148883947,0.08653579733735159,2.502283204592126,0.7032946242114428,0.4,0.9120818095560067,0.5047406987583442,3.495451039408981,True
8,33.04129459877552,32.49587512842284,8.573867805572938,0.963619786437029,0.08653354513897718,5.642267866730303,0.7034422955582247,0.4,0.9120829730394903,0.5047738298360676,3.4954510925589077,True
6,33.042690613814266,32.49639150300958,8.389381953362262,0.9983944424066468,0.08955656091838243,6.388630946089877,0.6470335987038058,0.4,0.9122815200569084,0.4841509270560877,3.506524892898705,True
0,33.04264577626596,32.49635721914138,8.382155821944686,1.0,0.08956912570639146,3.479527066694605,0.6475708645210853,0.4,0.9104105893293614,0.48451277451401525,3.506551165700936,True
7,33.04263918892318,32.49635719229711,8.382120286189789,1.0,0.08957069123063753,6.431212733385114,0.6475600680607794,0.4,0.9104084514856793,0.4845022513992724,3.5065511681682473,True
1,33.04263634141315,32.496337149705305,8.382287886909419,1.0,0.08957123959681942,3.672118587355947,0.6474880908032349,0.4,0.9104865355759296,0.48446358744376783,3.506551323348354,True
