,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
8,47.166104100653214,47.14732479435878,17.48201768018407,0.46031574049482205,0.06564308897789774,1.1669606047260392,0.11267653254796758,0.4,-1.5064844007724365,0.13228846475903802,1.850027422867878,True
4,47.16608909240945,47.147326695883876,17.481995482890206,0.46031607619321,0.06564284475191781,1.1669567083487347,0.1126858300376222,0.4,-1.5064872512506535,0.13229225060694505,1.8500274228929499,True
9,47.1660866449465,47.147279364097734,17.481901541276162,0.460318664970536,0.06564381276056451,1.166972218586883,0.11266113986077342,0.4,-1.5064899003751708,0.13228864116577246,1.8500274287088558,True
6,47.166217270132904,47.14737301901498,17.481420824377025,0.4603291319974151,0.06564498816981096,1.1669565166276634,0.11268890498544058,0.4,-1.506671866055749,0.13228513479273282,1.8500274739320612,True
7,47.16633038364124,47.14720831242045,17.481204381878232,0.46033098939081557,0.06564877123860577,1.1669838440701588,0.1125884165310295,0.4,-1.5066361780635165,0.13227033680726552,1.8500275070012395,True
2,47.166365438386315,47.14727494430257,17.481251958424846,0.4603445348255516,0.06564638903136494,1.166984972280218,0.1125955760326045,0.4,-1.5066746230227241,0.1322652085295743,1.8500275353543019,True
5,47.16600211016074,47.147222383600344,17.482905839151595,0.4603020698776074,0.0656353290569082,1.1669719920302895,0.11274897664606712,0.4,-1.506429185342395,0.13234630987000692,1.850027535567289,True
0,47.25512316408211,47.12122322122653,17.019810029873312,0.4594263429560779,0.0707042513508582,1.1889575112673618,0.04412309900180463,1.0,-0.16765946817833197,0.04545493948843326,1.9406420230425994,True
1,47.25535422012079,47.12121291938395,17.008567459407157,0.459616891098361,0.07076366015384618,1.188996388606381,0.043955303429131176,1.0,-0.00726333410598954,0.04541335223611976,1.940645577453073,True
3,47.399999975658744,47.199999965033996,17.34758393432452,0.4459538008768931,0.06691256821950205,1.1716835902702982,0.238064802848765,0.6797184744552033,-1.0784193747742679,0.07333132888531661,1.9804015032387434,True
