,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq,accepted
6,89.1400292341563,89.33227422247342,24.721243495974225,0.9177498559836905,0.0627816173829527,-1.0815921229479935,0.06715488829467922,1.0,0.05111973154698154,0.05082789566669032,1.1744631408555322,True
3,89.14027892364417,89.33215217455462,24.72286843153955,0.917764263197824,0.06277439035009569,-1.0814690810927077,0.0671887242287742,1.0,-0.21212876242073705,0.05084007733017439,1.1744631528565084,True
8,89.14041233244454,89.33200026937334,24.72119758221102,0.9177340796894193,0.06278443304454988,-1.0812191441763583,0.06710112075232172,1.0,-0.20811860565924045,0.050809568670167025,1.1744631654961406,True
7,89.14021416042874,89.33220389988617,24.766229704224415,0.9168335515997416,0.0626532865485965,-1.078933466568475,0.06767025208620954,1.0,-0.03589595348449812,0.05098615963988226,1.1744696324674502,True
9,89.20481335653757,89.21257743061854,25.26843664301071,0.9211591159115802,0.05865274608643566,-0.9535061721806697,0.16657868415661553,1.0,0.020981061364967465,0.07314431727368255,1.1889560003854336,True
2,89.19999999884594,89.19999999576449,21.485011736451398,1.0,0.06054176958617578,-1.5015512199609968,0.6532689828508178,0.999996429141617,-0.5525313927343726,0.18834261760859336,1.2978767549062633,True
5,89.10070101803419,89.37080480895975,21.74544417617594,0.9049221746000703,0.08078270682770386,-1.1037097113547687,0.0,1.0,0.3168143569515821,0.46567367338354415,1.5773387115337898,True
1,89.10072052928795,89.3707970903641,21.745382125828325,0.904935964875913,0.08078222202561983,-1.1037323584171725,0.0,1.0,-0.2368497667028896,0.8007739191060574,1.577338712013614,True
0,89.09991250795557,89.37216954716733,21.745301165087334,0.9049216420051331,0.08078327142333781,-1.103621482891229,0.0,1.0,-0.5266327692713124,0.30919568190029,1.5773387970299566,True
4,89.1008949591697,89.36750674017806,21.743561095703242,0.9049745938523319,0.08078827955865302,-1.1033992512651374,0.0,1.0,-0.12079303988933707,0.0,1.5773391270298838,True
