,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,101.9137664631423,101.9694284430948,33.4826405731589,0.6696042775727744,0.07313191887116578,-0.033373005331065395,0.076614515728113,0.5839267903495569,-0.8182671736027307,0.03223490823916092,1.4850530964324722
Basinhopping,101.91272838429097,101.96855936196407,33.488641900646805,0.6695327835386753,0.07311991921207624,-0.03336451001878363,0.07659397453136017,0.5844120933052979,-0.8181232426728839,0.03221161660104679,1.4850529612657872
