,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,37.02103295570511,36.27834615193713,20.098568977573937,0.7640214785122883,0.012756180882916884,1.647570351959136,0.43243513281428864,0.6450945131252621,0.32922991129015183,0.6921450479341412,2.2328790885057748
Basinhopping,37.02648543434895,36.27993220014294,12.48703600522626,0.9323533386765483,0.043948282048109036,1.055933347044579,0.6426901815156058,0.5494225266110507,0.3117727900246615,0.550158814339707,2.1957426926587935
