,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,78.44831062057307,77.52720271645778,23.537192017850284,0.5358847167450368,0.05716030211515874,-0.5152964537033775,0.0010025687494000482,0.4688916365739763,-2.3259731945765934,0.5061425026864872,2.9642391054317083
Basinhopping,78.47306207987593,77.58728085067543,23.303858626533668,0.5420408923153904,0.0575109413852716,-0.5089677043526578,0.0010759665776894716,0.5640762590359265,-2.2328405697341087,0.3587112724915882,2.9607583557167794
