,mux,muy,Re,q,I,roll,bulge_dx,bulge_dy,bulge_scale,bulge_q,bulge_roll,bulge_frac,bulge_n,chisq
Gradient Descent,134.88019872737377,138.599582534478,36.90376803538768,1.1348724533738597,0.04903623524520515,0.8786166433614792,0.06733637407936742,-4.886566530475167,0.36113453191494616,0.4,0.14601518517337658,0.32162863830208027,1.1502184642076103,1.1861119863669942
Basinhopping,134.84855886320022,138.56529691637223,36.99143437248237,1.1333664329892448,0.04890971083182024,0.8751001993150977,0.0997366307323304,-4.84045755194396,0.3608643419746547,0.4,0.1453412609908129,0.32172643135368767,1.1507749415291308,1.1861045322199475
