,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,74.46896074784875,74.60660228939793,18.045565389894147,1.0,0.09837502635100288,-0.011932126467050814,0.09983402755835301,1.0,0.02036182777688828,0.04359412540503625,1.1971930644070319
Basinhopping,74.46896852366473,74.60662497083607,18.045462224091462,1.0,0.09837535907968382,0.481002362726785,0.09983065431685602,1.0,-0.18271437329298004,0.0435939879885589,1.1971930641143766
