,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,107.46245953750918,107.12375191456175,29.483835650844224,0.9702472232689356,0.09317169207081219,0.19225760855041452,0.13747862121198604,0.5639916716884898,-0.30382496069105236,0.045639125244805526,2.0669403767631844
Basinhopping,107.45988054431052,107.12384312018882,29.494478399177055,0.9700293661857748,0.09314019639311474,0.195455603971363,0.13755696080902247,0.5638142306982101,-0.303728139773542,0.04568024137585531,2.066939113730714
