,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,126.21671220938103,126.37001319042172,31.203533018454003,1.0,0.06907881307762638,-0.03153156220941086,0.11800469608231141,1.0,-0.03447800745297563,0.051379354234204554,1.1776325922805964
Basinhopping,126.2184719568816,126.37897606692337,33.36458988936668,0.8735909823963319,0.06939314176817543,-1.3403618233462518,0.10984548701512538,1.0,0.7879721013603845,0.044714383555132534,1.1578302063916535
