,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,71.76644432435086,71.87612698220056,20.384994452784284,0.7117558944818065,0.13573199250662865,-0.5311340423044939,0.0,0.9776547099933127,-0.004223306753714657,0.0,2.332173471615953
Basinhopping,71.5149111265694,71.52971913300122,21.05623144685108,0.7113884178237778,0.12775314061630208,-0.5289917533729985,0.05938151683168996,0.4,-1.3651573633137544,0.02090212064963507,2.1904463669126453
