,mux,muy,Re,q,I,roll,bulge_scale,bulge_q,bulge_roll,bulge_frac,chisq
Gradient Descent,69.7559883995284,70.25927309244584,21.33710062930187,0.6711288420588896,0.07824680830128457,-0.5136084016349041,0.41401304509654585,0.8639781995638992,-0.04722889081025888,0.0,3.8881718517910997
Basinhopping,69.3275644305655,69.70872036697445,23.692198862117635,0.6979181957220086,0.061566440924017155,8.96429166931799,0.12627054466437293,0.4,8.613178858928048,0.09532339472909322,2.9196606827949565
