,mux,muy,Re,q,I,roll,bulge_dx,bulge_dy,bulge_scale,bulge_q,bulge_roll,bulge_frac,bulge_n,chisq
Gradient Descent,129.27953305021376,128.87926450599232,27.412517649616856,1.2838399829344662,0.029264459388242525,-0.7899615700513971,-2.9640498503138497,-1.6486289050378846,0.2598675625395953,0.4,-0.19826924371266838,0.3243967095055769,3.375829183603057,2.21732091671647
Basinhopping,129.94027158524605,131.71547428952996,33.34943936553949,1.22294072241911,0.024913625586144152,-1.2219848157088369,-3.4465574689838228,-4.880348723006073,0.14797743280913386,0.4,-0.26705950061056655,0.25296427329405163,1.3275735320371063,1.8901111176106542
