subject_id,m_tot,m_aper,BT,r_tot,ba_tot,BT_aper,xctr_bulge,xctr_bulge_err,yctr_bulge,yctr_bulge_err,m_bulge,m_bulge_err,r_bulge,r_bulge_err,n_bulge,n_bulge_err,ba_bulge,ba_bulge_err,pa_bulge,pa_bulge_err,xctr_disk,xctr_disk_err,yctr_disk,yctr_disk_err,m_disk,m_disk_err,r_disk,r_disk_err,n_disk,n_disk_err,ba_disk,ba_disk_err,pa_disk,pa_disk_err,GalSky,GalSky_err,chi2nu,finalflag,autoflag,pyflag,pyfitflag,ra,dec,dr7objid
21686508,14.8597,14.8597,0.332469,8.30135,0.513546,0.332469,374.13,0.01,321.34,0.01,16.0553,0.0806,3.92979,0.665557,7.5933,0.587,0.5297,0.0064,-49.677,0.5665,373.71,0.08,320.73,0.09,15.2985,0.021,14.5647,0.113694,1.0,-999.0,0.4911,0.0021,-40.0078,0.2556,20.9073,8.7348e-05,1.05402,3073,0,62,128,201.38,-3.37381,587729776364814348
21686510,15.3207,15.3311,0.121364,8.28,0.590136,0.121364,377.09,0.04,149.45,0.08,17.6104,0.0803,5.09038,0.356756,1.6869,0.0934,0.2473,0.0057,23.8053,0.4132,376.42,0.06,150.36,0.08,15.4611,0.0106,11.8601,0.0974804,1.0,-999.0,0.5952,0.003,42.7735,0.6358,20.9824,9.3711e-05,1.04162,5121,2112,65598,2,170.444,25.9716,587741600952615088
21686521,15.7848,15.7951,0.316502,5.38295,0.415318,0.316502,173.24,0.04,262.13,0.04,17.0338,0.1092,3.70886,0.2713,1.4445,0.0526,0.7076,0.0104,1.1386,2.4767,174.95,0.08,263.81,0.16,16.1979,0.0493,10.6069,0.20772,1.0,-999.0,0.3768,0.011,-16.2337,0.3283,20.6517,0.000106881,1.0218,5121,2048,62,0,200.581,2.42075,587726032794419368
21686549,13.9637,14.0428,0.411019,6.9555,0.80934,0.4417,286.61,0.01,286.92,0.02,14.929,0.0034,4.81861,0.0121968,0.8612,0.0044,0.4037,0.0008,11.8078,0.0801,287.19,0.05,283.24,0.05,14.5384,0.0028,12.8862,0.0716983,1.0,-999.0,0.7714,0.0027,78.7322,0.5353,21.0707,9.96683e-05,1.23688,5121,2048,62,0,134.348,17.288,588023240743190596
21686557,15.0221,15.0483,0.140236,8.36875,0.396196,0.1436,360.44,0.03,373.75,0.03,17.1549,0.0163,2.28797,0.0253044,0.8479,0.0181,0.8749,0.0072,-54.7254,2.9967,362.34,0.05,374.02,0.11,15.1861,0.0036,15.5588,0.114491,1.0,-999.0,0.3927,0.0021,-1.9221,0.1596,21.1501,5.95903e-05,1.03275,5121,2048,62,0,222.642,24.8215,587739707949580440
21686560,15.5119,15.531,0.32024,6.63304,0.528809,-999.0,302.28,0.03,207.88,0.03,16.7482,0.2575,5.30169,1.20756,2.2459,0.2247,0.5779,0.0104,-46.1694,1.1472,301.78,0.11,207.26,0.1,15.931,0.1083,10.899,0.19197,1.0,-999.0,0.5138,0.0053,-48.1635,0.5024,20.7435,7.12893e-05,0.99908,3073,0,62,0,179.361,-2.24773,587724649793650785
21686561,14.9929,15.0188,0.19234,8.84977,0.63018,0.1968,397.06,0.02,397.41,0.04,16.7828,0.0417,4.4352,0.130601,1.3162,0.0333,0.4202,0.004,13.4941,0.4092,398.06,0.07,396.77,0.1,15.2249,0.0087,13.5148,0.0972146,1.0,-999.0,0.631,0.0032,37.9776,0.6812,20.9326,4.49208e-05,0.99811,5121,2048,62,0,177.037,12.9146,588017567097028726
21686562,15.8338,15.8343,0.4312,7.22241,0.865236,0.5688,353.65,0.09,249.58,0.08,16.7471,0.1689,5.73545,0.37909,1.0,-999.0,0.8692,0.0112,71.318,4.8177,352.66,0.23,248.27,0.2,16.4464,0.1229,9.23745,0.112464,0.3236,0.0253,0.8457,0.0094,-83.1868,3.2641,20.6167,7.31382e-05,1.00072,9217,8454656,62,0,166.779,16.9404,587742864743989372
21686563,14.4025,14.4025,0.173442,6.71648,0.56523,0.173442,330.26,0.01,329.75,0.02,16.3046,0.0189,2.58342,0.0774972,3.9465,0.1,0.1548,0.0025,-14.6954,0.1653,331.52,0.02,330.02,0.03,14.6093,0.0033,10.2684,0.0263802,1.0,-999.0,0.5804,0.0011,-35.92,0.2477,21.0202,9.68111e-05,1.13147,5121,64,62,0,199.061,41.4945,588017948282912812
21686565,14.8683,14.8918,0.198714,4.57491,0.71628,0.1978,216.41,0.01,216.58,0.01,16.6228,0.0332,1.87569,0.0917136,3.6872,0.1419,0.4841,0.0081,-34.4667,0.5845,216.46,0.02,217.8,0.02,15.1089,0.0065,6.68868,0.02339,1.0,-999.0,0.6262,0.0035,46.0934,0.1849,21.1008,0.000104624,1.04064,5121,128,62,0,189.422,26.7076,587741600960086092
21686566,14.7549,14.8135,0.0816314,10.5429,0.664654,0.0861,361.92,0.03,238.51,0.02,17.4752,0.025,2.79473,0.0616968,1.4067,0.0346,0.453,0.0057,60.6283,0.5591,361.65,0.07,238.0,0.05,14.8473,0.003,14.0566,0.0589401,1.0,-999.0,0.6637,0.0021,-78.048,0.3878,21.1901,0.000106864,1.09806,5121,2048,62,0,166.746,23.0063,587741828047175800
21686567,14.9374,14.9374,0.213663,5.05593,0.616328,0.213663,251.45,0.01,251.91,0.01,16.6131,0.0437,2.14925,0.110048,2.702,0.0989,0.6341,0.0084,-77.3278,0.7848,252.06,0.02,251.32,0.04,15.1984,0.0104,7.86049,0.0433911,1.0,-999.0,0.5629,0.0049,18.8219,0.2015,20.8616,8.86532e-05,1.02699,5121,128,62,0,167.764,19.1916,587742572684378218
21686572,15.2377,15.3438,0.140036,13.8041,0.941672,0.1542,125.7,0.03,473.54,0.07,17.3721,0.032,5.70311,0.148936,1.318,0.033,0.3393,0.0046,7.2071,0.3589,125.11,0.16,476.76,0.16,15.4015,0.0056,16.5505,0.143131,1.0,-999.0,0.9204,0.0076,-66.5277,3.6768,21.4434,0.000139896,1.04767,5121,2112,62,0,214.904,38.2343,587736584964604113
21686573,14.8401,14.9225,0.154508,5.28442,0.541328,0.0974,236.84,0.06,236.82,0.04,16.8677,0.0993,19.8144,5.58796,8.0,0.9723,0.2684,0.0094,81.7412,0.6987,237.24,0.01,236.11,0.01,15.0223,0.0038,5.05576,0.0117614,1.0,-999.0,0.9196,0.0021,49.2951,1.5969,20.9438,8.37792e-05,1.08105,5121,64,62,128,170.534,4.69282,588010359082123398
21686574,15.7953,15.8306,0.262051,6.49317,0.839856,0.266,288.28,0.04,302.1,0.04,17.2493,0.3463,3.85205,1.10924,2.0935,0.2631,0.8051,0.0179,-28.5898,2.8043,288.26,0.1,302.31,0.12,16.1252,0.1149,8.30691,0.159942,1.0,-999.0,0.8445,0.0073,-19.2272,2.9883,20.7943,7.7384e-05,1.0135,3073,0,62,0,120.03,55.3497,587738197189722386
21686578,15.198,15.198,0.368852,4.51773,0.698918,0.368852,215.35,0.01,215.22,0.01,16.2809,0.0515,1.96388,0.166122,4.4665,0.2355,0.5712,0.0053,20.5073,0.5487,215.38,0.04,215.28,0.06,15.6977,0.0233,7.40798,0.0562821,1.0,-999.0,0.7193,0.0036,-2.1389,1.0417,21.073,9.9714e-05,1.07008,3073,0,62,0,139.267,20.0935,588023046941311273
21686579,14.5618,14.5618,0.362932,8.09868,0.647434,0.362932,316.77,0.02,317.17,0.01,15.6623,0.0428,8.14659,0.515869,4.5043,0.113,0.5291,0.0039,-86.8442,0.3929,316.01,0.05,316.1,0.03,15.0514,0.0123,10.1338,0.0516972,1.0,-999.0,0.7488,0.0028,-58.6594,0.5371,21.1647,0.000109493,1.06846,3073,0,62,0,244.925,37.8063,587733441051689131
21686586,15.0898,15.1206,0.100624,7.39554,0.853422,0.0936,336.13,0.02,252.05,0.03,17.5831,0.0677,4.50292,0.590555,6.1981,0.4643,0.1898,0.0079,14.0339,0.493,336.03,0.04,252.2,0.04,15.205,0.0041,7.81936,0.0363475,1.0,-999.0,0.9799,0.0037,-48.2873,10.5169,21.0476,9.97553e-05,1.08585,5121,64,62,2048,202.578,32.5144,587739405714915421
21686587,14.698,14.8165,0.258858,10.2672,0.784073,0.198,203.16,0.03,225.33,0.02,16.1653,0.1162,17.4984,4.01366,8.0,0.6026,0.3975,0.0085,-79.9134,0.5698,202.93,0.05,225.55,0.06,15.0232,0.0086,10.4341,0.050634,1.0,-999.0,0.9117,0.0035,-10.3771,2.0712,20.9734,9.31363e-05,1.00988,5121,64,62,128,180.69,39.0963,588017977817825371
21686590,15.7988,15.7988,0.289763,3.17542,0.620975,0.289763,91.3,0.02,167.1,0.02,17.1437,0.0751,0.911038,0.14161,8.0,1.1964,0.3158,0.0112,-84.5918,0.7568,91.0,0.05,167.31,0.03,16.1703,0.0178,5.26692,0.0366133,1.0,-999.0,0.6554,0.0041,78.7884,0.7108,21.1108,0.000204095,1.09162,5121,64,62,128,206.017,45.3103,588017115050999842
21686592,14.6521,14.6521,0.30084,11.2392,0.89444,0.30084,408.13,0.01,408.5,0.01,15.9563,0.0851,4.34475,0.783724,7.911,0.6133,0.7163,0.0088,-66.0671,0.9149,407.42,0.09,408.45,0.08,15.0407,0.0181,15.1819,0.127117,1.0,-999.0,0.7793,0.0059,46.8885,0.6722,20.6809,3.65765e-05,0.98579,3073,0,62,128,235.46,5.85374,588017990703317218
21686594,15.0609,15.0609,0.256919,5.53438,0.725783,0.256919,260.87,0.01,260.69,0.01,16.5364,0.0272,3.04219,0.123473,4.1608,0.1035,0.2445,0.0038,60.0739,0.2084,261.11,0.05,260.77,0.04,15.3834,0.007,7.17959,0.0310316,1.0,-999.0,0.8675,0.0037,82.1619,1.7633,21.0515,9.8119e-05,1.09715,5121,64,62,0,125.366,12.3926,587742062121582703
21686595,14.9956,14.9956,0.576508,5.43059,0.848996,0.576508,213.31,0.01,111.09,0.01,15.5936,0.0327,3.91398,0.203148,4.8558,0.1142,0.5659,0.0028,-13.3146,0.3269,211.92,0.08,112.7,0.09,15.9285,0.0277,9.03737,0.120804,1.0,-999.0,0.839,0.0083,46.3688,3.1043,20.7423,0.000147664,1.06843,3073,0,62,0,353.431,-0.569577,587731185664196742
21686596,15.5451,15.6715,0.244685,3.90171,0.924293,0.1558,174.47,0.04,174.99,0.05,17.0736,0.1474,11.7261,5.05189,8.0,1.4545,0.8139,0.0312,-76.8712,7.6446,173.93,0.01,174.0,0.02,15.8498,0.0082,4.07643,0.0183399,1.0,-999.0,0.6943,0.0023,20.9517,0.4048,21.1556,0.000156619,1.03479,3073,0,62,128,157.94,22.0772,587741828580507674
21686598,15.7458,15.7458,0.40819,4.54489,0.636727,0.40819,206.19,0.01,206.55,0.01,16.7187,0.0458,2.47353,0.126205,2.7723,0.0837,0.7765,0.0092,35.4561,1.4184,207.41,0.08,207.48,0.05,16.3154,0.0259,8.64771,0.110903,1.0,-999.0,0.4953,0.0096,-57.2839,0.3357,21.3413,0.000133309,1.03671,3073,0,62,0,235.581,17.8061,587739809959379307
21686600,15.1819,15.1819,0.353384,4.08933,0.582021,0.353384,202.8,0.01,202.18,0.01,16.3112,0.0222,1.38327,0.0401544,2.8861,0.0879,0.5546,0.005,72.7188,0.3643,202.73,0.06,201.85,0.04,15.6552,0.0106,8.41873,0.0504346,1.0,-999.0,0.5688,0.0026,-73.7323,0.3704,21.1946,0.000104368,1.01206,3073,0,62,0,156.466,39.5295,588016892786638917
21686609,16.3444,16.4697,0.222903,3.89261,0.712648,0.1371,124.99,0.09,170.1,0.1,17.9741,0.3754,13.4584,14.1363,8.0,3.4463,0.5728,0.0459,-45.3801,6.1398,125.34,0.03,170.41,0.04,16.6182,0.018,3.91848,0.0384739,1.0,-999.0,0.7618,0.0067,13.4448,1.4016,21.0083,0.00015498,1.06302,3073,0,62,128,244.505,13.5311,587742615637393794
21686614,15.6797,15.6849,0.490031,3.87042,0.523265,0.490031,77.42,0.07,209.11,0.04,16.4542,0.1314,4.28428,0.178042,1.2591,0.0319,0.4442,0.0064,40.1038,0.3169,74.36,0.32,206.87,0.23,16.4109,0.1265,6.62223,0.163996,1.0,-999.0,0.5359,0.0059,40.102,0.6593,20.7475,0.000178716,1.05125,5121,2048,62,0,136.363,44.1439,587731681193754794
21686615,15.6814,15.6946,0.458145,3.77805,0.438046,0.4617,202.54,0.01,203.3,0.02,16.5289,0.0371,3.8157,0.0990396,1.6854,0.0264,0.3023,0.0024,-19.5186,0.2572,200.38,0.07,201.18,0.07,16.3467,0.0295,8.24609,0.0957527,1.0,-999.0,0.4325,0.0029,-41.9541,0.7607,21.1967,0.000120064,1.0136,5121,2112,62,0,235.474,32.7631,588017605238915235
